SmellMetrics,Ter, 12 jun 2018 17:05:48 BRT
Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"com.mongodb.binding.ReadWriteBinding",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.binding.ReferenceCounted",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"com.mongodb.binding.SingleConnectionReadBinding",12,4,28,32,11,2,2,5,47,35,0,12,2,"1,17",4,13,7
"com.mongodb.binding.SingleConnectionReadBinding.SingleConnectionSource",7,1,28,29,7,2,2,5,29,29,0,12,2,"1,17",4,12,7
"com.mongodb.binding.SingleServerBinding",11,4,33,37,10,2,4,5,50,34,0,13,1,"1,00",5,11,7
"com.mongodb.binding.SingleServerBinding.SingleServerBindingConnectionSource",10,2,28,30,10,2,2,5,29,29,0,12,2,"1,00",4,13,6
"com.mongodb.binding.WriteBinding",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"com.mongodb.bulk.BulkWriteError",8,4,26,30,2,2,0,1,57,39,0,12,3,"1,60",4,12,8
"com.mongodb.bulk.BulkWriteResult",18,0,23,23,3,1,0,1,257,162,2,11,0,"1,64",11,11,41
"com.mongodb.bulk.BulkWriteUpsert",9,2,18,20,1,1,0,2,65,44,0,8,3,"1,67",5,9,10
"com.mongodb.bulk.DeleteRequest",19,3,21,24,5,2,0,4,72,30,0,11,0,"1,00",6,9,7
"com.mongodb.bulk.IndexRequest",9,22,52,74,3,1,0,20,446,176,0,11,0,"1,10",39,45,44
"com.mongodb.bulk.InsertRequest",19,1,17,18,4,2,0,2,28,13,0,11,0,"1,00",2,4,3
"com.mongodb.bulk.UpdateRequest",21,7,26,33,5,2,0,6,131,59,0,11,0,"1,17",11,14,14
"com.mongodb.bulk.WriteConcernError",12,3,19,22,2,1,0,3,82,54,0,8,3,"1,71",6,13,12
"com.mongodb.bulk.WriteRequest",23,0,14,14,1,1,0,1,15,5,3,11,0,"1,00",1,2,1
"com.mongodb.bulk.WriteRequest.Type",21,6,25,31,0,n/a,2,0,21,6,n/a,20,0,n/a,0,0,0
"com.mongodb.client.AggregateIterable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10,n/a
"com.mongodb.client.ChangeStreamIterable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a
"com.mongodb.client.DistinctIterable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"com.mongodb.client.FindIterable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22,n/a
"com.mongodb.client.ListCollectionsIterable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"com.mongodb.client.ListDatabasesIterable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"com.mongodb.client.ListIndexesIterable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"com.mongodb.client.MapReduceIterable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17,n/a
"com.mongodb.client.MongoCollection",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,111,n/a
"com.mongodb.client.MongoCursor",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a
"com.mongodb.client.MongoDatabase",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,35,n/a
"com.mongodb.client.MongoDriverInformation",9,3,18,21,1,1,0,5,71,25,0,11,0,"1,00",5,8,6
"com.mongodb.client.MongoDriverInformation.Builder",4,4,19,23,2,1,0,1,71,43,0,11,0,"1,14",5,18,8
"com.mongodb.client.MongoIterable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a
"com.mongodb.client.gridfs.GridFSBucket",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36,n/a
"com.mongodb.client.gridfs.GridFSBucketImpl",33,6,94,100,32,1,1,3,288,287,0,11,0,"1,35",28,113,62
"com.mongodb.client.gridfs.GridFSBuckets",5,0,15,15,3,1,0,2,28,10,0,11,0,"1,00",2,5,3
"com.mongodb.client.gridfs.GridFSDownloadStream",5,0,34,34,1,2,2,10,51,20,1,13,0,n/a,7,10,0
"com.mongodb.client.gridfs.GridFSDownloadStreamImpl",13,16,52,68,12,3,2,3,203,203,0,11,2,"2,28",11,43,41
"com.mongodb.client.gridfs.GridFSFindIterable",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a
"com.mongodb.client.gridfs.GridFSFindIterableImpl",10,1,43,44,9,1,3,1,66,66,0,13,0,"1,00",12,27,14
"com.mongodb.client.gridfs.GridFSUploadStream",6,0,30,30,2,2,3,9,50,18,1,11,1,"1,00",3,9,1
"com.mongodb.client.gridfs.GridFSUploadStreamImpl",13,13,42,55,12,3,3,1,132,132,0,13,0,"1,92",4,33,23
"com.mongodb.client.gridfs.codecs.GridFSFileCodec",22,3,20,23,21,1,3,2,68,58,0,11,0,"1,80",3,45,9
"com.mongodb.client.gridfs.codecs.GridFSFileCodecProvider",7,0,14,14,5,1,1,1,16,11,0,11,0,"2,00",1,3,2
"com.mongodb.client.gridfs.model.GridFSDownloadByNameOptions",2,1,15,16,0,1,0,1,49,14,0,11,0,"1,00",2,3,3
"com.mongodb.client.gridfs.model.GridFSDownloadOptions",8,1,15,16,0,1,0,1,47,13,0,11,0,"1,00",2,3,3
"com.mongodb.client.gridfs.model.GridFSFile",23,8,28,36,6,1,0,8,225,133,0,8,3,"2,25",14,34,36
"com.mongodb.client.gridfs.model.GridFSUploadOptions",9,2,17,19,1,1,0,2,54,20,0,11,0,"1,00",4,5,5
"com.mongodb.client.jndi.MongoClientFactory",5,2,14,16,5,1,1,1,62,35,0,11,0,"9,00",1,15,9
"com.mongodb.client.model.Accumulators",4,0,24,24,2,1,0,1,155,37,0,11,0,"1,00",11,14,12
"com.mongodb.client.model.Aggregates",29,0,40,40,26,1,0,21,369,108,0,11,0,"1,14",26,52,32
"com.mongodb.client.model.Aggregates.AddFieldsStage",8,1,16,17,7,1,1,1,27,27,0,10,1,"1,33",2,12,4
"com.mongodb.client.model.Aggregates.BucketAutoStage",10,3,16,19,10,1,1,1,35,35,0,10,1,"1,33",2,18,4
"com.mongodb.client.model.Aggregates.BucketStage",9,3,16,19,9,1,1,1,40,40,0,10,1,"1,67",2,17,5
"com.mongodb.client.model.Aggregates.FacetStage",8,1,16,17,7,1,1,1,30,30,0,10,1,"1,67",2,14,5
"com.mongodb.client.model.Aggregates.GraphLookupStage",8,6,16,22,7,1,1,1,49,49,0,10,1,"1,67",2,15,5
"com.mongodb.client.model.Aggregates.GroupStage",8,2,16,18,7,1,1,1,31,31,0,10,1,"1,33",2,13,4
"com.mongodb.client.model.Aggregates.ReplaceRootStage",7,1,16,17,6,1,1,1,25,25,0,10,1,"1,00",2,10,3
"com.mongodb.client.model.Aggregates.SimplePipelineStage",4,2,16,18,3,1,1,1,19,19,0,10,1,"1,00",2,5,3
"com.mongodb.client.model.Aggregates.SortByCountStage",7,1,16,17,6,1,1,1,22,22,0,10,1,"1,00",2,10,3
"com.mongodb.client.model.BsonField",7,2,16,18,2,1,0,2,41,21,0,10,1,"1,00",3,5,4
"com.mongodb.client.model.BucketAutoOptions",4,2,17,19,2,1,0,2,55,22,0,11,0,"1,20",5,7,6
"com.mongodb.client.model.BucketGranularity",2,16,29,45,0,n/a,2,1,52,33,n/a,20,0,"1,50",2,8,6
"com.mongodb.client.model.BucketOptions",3,2,17,19,1,1,0,2,53,22,0,11,0,"1,20",5,7,6
"com.mongodb.client.model.BuildersHelper",27,0,14,14,8,1,0,1,16,16,0,11,0,"2,00",0,9,4
"com.mongodb.client.model.BulkWriteOptions",7,2,16,18,0,1,0,2,53,18,0,11,0,"1,00",4,4,4
"com.mongodb.client.model.Collation",86,9,28,37,9,1,0,3,223,151,0,8,3,"3,12",15,33,50
"com.mongodb.client.model.Collation.Builder",9,9,24,33,5,1,0,10,134,64,0,11,0,"1,00",10,22,12
"com.mongodb.client.model.CollationAlternate",6,5,28,33,0,n/a,2,1,47,21,n/a,20,0,"2,00",2,7,6
"com.mongodb.client.model.CollationCaseFirst",6,6,28,34,0,n/a,2,1,46,22,n/a,20,0,"2,00",2,7,6
"com.mongodb.client.model.CollationMaxVariable",6,5,28,33,0,n/a,2,1,49,21,n/a,20,0,"2,00",2,7,6
"com.mongodb.client.model.CollationStrength",6,8,28,36,0,n/a,2,2,64,30,n/a,20,0,"3,00",2,4,9
"com.mongodb.client.model.CountOptions",9,6,24,30,3,1,0,6,135,52,0,11,0,"1,00",12,14,12
"com.mongodb.client.model.CreateCollectionOptions",12,9,30,39,5,1,0,9,202,76,0,11,0,"1,00",18,19,18
"com.mongodb.client.model.CreateViewOptions",5,1,14,15,1,1,0,1,29,10,0,11,0,"1,00",2,2,2
"com.mongodb.client.model.DBCollectionCountOptions",7,8,31,39,5,1,0,7,201,80,0,11,0,"1,00",18,22,19
"com.mongodb.client.model.DBCollectionDistinctOptions",5,4,21,25,4,1,0,4,93,36,0,11,0,"1,00",8,9,9
"com.mongodb.client.model.DBCollectionFindAndModifyOptions",5,11,35,46,4,1,0,11,236,95,0,11,0,"1,00",22,26,23
"com.mongodb.client.model.DBCollectionFindOptions",9,15,44,59,7,1,0,1,367,149,0,11,0,"1,00",31,36,32
"com.mongodb.client.model.DBCollectionRemoveOptions",4,3,19,22,3,1,0,3,72,28,0,11,0,"1,00",6,7,7
"com.mongodb.client.model.DBCollectionUpdateOptions",5,7,27,34,4,1,0,7,156,60,0,11,0,"1,00",14,15,15
"com.mongodb.client.model.DBCreateViewOptions",2,1,14,15,1,1,0,1,28,10,0,11,0,"1,00",2,2,2
"com.mongodb.client.model.DeleteManyModel",6,2,17,19,4,2,0,2,49,17,0,11,0,"1,00",2,5,4
"com.mongodb.client.model.DeleteOneModel",8,2,17,19,4,2,0,2,49,17,0,11,0,"1,00",2,5,4
"com.mongodb.client.model.DeleteOptions",9,1,14,15,1,1,0,1,31,10,0,11,0,"1,00",2,2,2
"com.mongodb.client.model.Facet",3,2,16,18,1,1,0,2,38,17,0,11,0,"1,00",2,5,4
"com.mongodb.client.model.Field",3,2,17,19,1,1,0,2,55,34,0,9,2,"2,00",4,10,10
"com.mongodb.client.model.Filters",40,0,69,69,26,1,0,43,776,217,0,11,0,"1,05",56,83,61
"com.mongodb.client.model.Filters.AndFilter",7,1,19,20,6,1,1,1,68,68,0,10,1,"3,17",3,30,19
"com.mongodb.client.model.Filters.GeometryOperatorFilter",8,5,17,22,7,1,1,1,49,49,0,10,1,"1,50",2,13,6
"com.mongodb.client.model.Filters.IterableOperatorFilter",8,3,16,19,8,1,1,1,30,30,0,10,1,"1,33",2,14,4
"com.mongodb.client.model.Filters.NotFilter",7,1,17,18,6,1,1,1,34,34,0,10,1,"2,00",3,18,8
"com.mongodb.client.model.Filters.OperatorFilter",8,3,16,19,8,1,1,1,26,26,0,10,1,"1,00",2,12,3
"com.mongodb.client.model.Filters.OrNorFilter",7,2,16,18,6,1,1,1,24,24,0,10,1,"1,33",2,9,4
"com.mongodb.client.model.Filters.OrNorFilter.Operator",2,6,26,32,0,n/a,2,0,10,10,n/a,20,0,"1,00",0,1,1
"com.mongodb.client.model.Filters.SimpleEncodingFilter",8,2,16,18,7,1,1,1,24,24,0,10,1,"1,00",2,11,3
"com.mongodb.client.model.Filters.SimpleFilter",6,2,16,18,6,1,1,1,16,16,0,10,1,"1,00",2,6,3
"com.mongodb.client.model.Filters.TextFilter",7,2,16,18,6,1,1,1,29,29,0,10,1,"2,00",2,10,6
"com.mongodb.client.model.FindOneAndDeleteOptions",9,4,20,24,3,1,0,4,97,35,0,11,0,"1,00",8,10,8
"com.mongodb.client.model.FindOneAndReplaceOptions",10,7,26,33,4,1,0,7,158,59,0,11,0,"1,00",14,16,14
"com.mongodb.client.model.FindOneAndUpdateOptions",10,8,28,36,4,1,0,8,182,67,0,11,0,"1,00",16,18,16
"com.mongodb.client.model.FindOptions",10,21,57,78,4,1,0,20,545,228,0,10,1,"1,00",43,48,45
"com.mongodb.client.model.GraphLookupOptions",2,2,17,19,0,1,0,2,64,39,0,10,1,"1,60",5,10,8
"com.mongodb.client.model.IndexModel",7,2,16,18,3,1,0,2,44,17,0,11,0,"1,00",2,5,4
"com.mongodb.client.model.IndexOptionDefaults",5,1,14,15,1,1,0,1,29,10,0,11,0,"1,00",2,2,2
"com.mongodb.client.model.IndexOptions",9,18,48,66,2,1,0,18,394,153,0,11,0,"1,06",36,37,38
"com.mongodb.client.model.Indexes",9,0,26,26,7,1,0,5,171,67,0,11,0,"1,20",13,21,18
"com.mongodb.client.model.InsertManyOptions",5,2,16,18,0,1,0,2,52,18,0,11,0,"1,00",4,4,4
"com.mongodb.client.model.InsertOneModel",8,1,15,16,2,2,0,1,26,9,0,11,0,"1,00",1,3,2
"com.mongodb.client.model.InsertOneOptions",4,1,14,15,0,1,0,1,29,10,0,11,0,"1,00",2,2,2
"com.mongodb.client.model.MapReduceAction",4,6,27,33,0,n/a,2,1,37,12,n/a,20,0,"1,00",1,2,2
"com.mongodb.client.model.ParallelCollectionScanOptions",0,1,14,15,0,1,0,1,31,11,0,11,0,"1,00",2,2,2
"com.mongodb.client.model.Projections",14,0,27,27,10,1,0,9,158,52,0,11,0,"1,07",14,27,16
"com.mongodb.client.model.Projections.ElemMatchFilterProjection",4,2,16,18,3,1,1,1,19,19,0,10,1,"1,00",2,5,3
"com.mongodb.client.model.Projections.FieldsProjection",4,1,16,17,3,1,1,1,24,24,0,10,1,"1,67",2,9,5
"com.mongodb.client.model.PushOptions",3,4,21,25,1,1,0,3,112,49,0,10,1,"1,44",9,10,13
"com.mongodb.client.model.RenameCollectionOptions",4,1,14,15,0,1,0,1,27,10,0,11,0,"1,00",2,2,2
"com.mongodb.client.model.ReplaceOneModel",8,3,18,21,4,2,0,3,57,22,0,11,0,"1,00",3,6,5
"com.mongodb.client.model.ReturnDocument",6,4,25,29,0,n/a,2,0,16,4,n/a,20,0,n/a,0,0,0
"com.mongodb.client.model.SimpleExpression",8,2,16,18,6,1,1,1,24,24,0,10,1,"1,00",2,10,3
"com.mongodb.client.model.Sorts",11,0,21,21,7,1,0,3,93,35,0,11,0,"1,11",8,17,10
"com.mongodb.client.model.Sorts.CompoundSort",4,1,16,17,3,1,1,1,23,23,0,10,1,"1,67",2,8,5
"com.mongodb.client.model.TextSearchOptions",4,3,19,22,0,1,0,3,77,34,0,10,1,"1,00",7,7,7
"com.mongodb.client.model.UnwindOptions",1,2,16,18,0,1,0,2,47,18,0,11,0,"1,00",4,4,4
"com.mongodb.client.model.UpdateManyModel",8,3,18,21,4,2,0,3,63,22,0,11,0,"1,00",3,6,5
"com.mongodb.client.model.UpdateOneModel",10,3,18,21,4,2,0,3,60,22,0,11,0,"1,00",3,6,5
"com.mongodb.client.model.UpdateOptions",11,4,20,24,2,1,0,4,99,34,0,11,0,"1,00",8,8,8
"com.mongodb.client.model.Updates",24,0,44,44,17,1,0,22,355,111,0,11,0,"1,00",31,43,33
"com.mongodb.client.model.Updates.CompositeUpdate",5,1,16,17,4,1,1,1,32,32,0,10,1,"2,33",2,11,7
"com.mongodb.client.model.Updates.PullAllUpdate",8,2,16,18,7,1,1,1,32,32,0,10,1,"1,33",2,13,4
"com.mongodb.client.model.Updates.PushUpdate",8,4,21,25,7,2,1,1,27,27,0,13,2,"2,33",1,12,7
"com.mongodb.client.model.Updates.SimpleUpdate",8,3,16,19,7,1,1,1,30,30,0,10,1,"1,00",2,11,3
"com.mongodb.client.model.Updates.WithEachUpdate",9,3,18,21,7,1,1,2,44,44,1,10,1,"1,20",3,15,6
"com.mongodb.client.model.ValidationAction",4,5,28,33,1,n/a,2,1,43,20,n/a,20,0,"1,67",2,8,5
"com.mongodb.client.model.ValidationLevel",4,6,28,34,1,n/a,2,1,48,21,n/a,20,0,"1,67",2,8,5
"com.mongodb.client.model.ValidationOptions",7,3,18,21,3,1,0,3,69,26,0,11,0,"1,00",6,6,6
"com.mongodb.client.model.WriteModel",14,0,13,13,0,1,0,0,10,4,6,11,0,"1,00",0,1,1
"com.mongodb.client.model.changestream.ChangeStreamDocument",12,5,22,27,7,1,0,6,137,86,0,8,3,"1,90",9,21,19
"com.mongodb.client.model.changestream.ChangeStreamDocumentCodec",21,3,19,22,21,1,3,2,33,33,0,11,0,"1,00",2,18,4
"com.mongodb.client.model.changestream.FullDocument",6,5,28,33,0,n/a,2,1,52,21,n/a,20,0,"2,00",2,7,6
"com.mongodb.client.model.changestream.OperationType",3,8,29,37,0,n/a,2,1,59,30,n/a,18,1,"1,75",3,8,7
"com.mongodb.client.model.changestream.OperationTypeCodec",7,0,18,18,6,1,3,3,14,14,0,11,0,"1,00",2,7,3
"com.mongodb.client.model.changestream.UpdateDescription",3,2,18,20,1,1,0,2,67,46,0,8,3,"2,33",5,11,14
"com.mongodb.client.model.geojson.CoordinateReferenceSystem",12,0,13,13,1,1,0,1,14,4,1,11,0,n/a,1,1,0
"com.mongodb.client.model.geojson.CoordinateReferenceSystemType",3,5,27,32,0,n/a,2,1,27,11,n/a,20,0,"1,00",1,2,2
"com.mongodb.client.model.geojson.GeoJsonObjectType",9,10,27,37,0,n/a,2,1,47,16,n/a,20,0,"1,00",1,2,2
"com.mongodb.client.model.geojson.Geometry",23,2,20,22,11,1,0,3,73,44,8,9,2,"1,71",6,20,12
"com.mongodb.client.model.geojson.GeometryCollection",8,2,26,28,4,2,0,2,71,50,0,10,3,"1,71",5,18,12
"com.mongodb.client.model.geojson.LineString",9,2,26,28,5,2,0,2,71,50,0,10,3,"1,71",5,19,12
"com.mongodb.client.model.geojson.MultiLineString",9,2,26,28,5,2,0,2,73,52,0,10,3,"1,86",5,18,13
"com.mongodb.client.model.geojson.MultiPoint",9,2,26,28,5,2,0,2,69,48,0,10,3,"1,71",5,18,12
"com.mongodb.client.model.geojson.MultiPolygon",9,2,26,28,5,2,0,2,70,49,0,10,3,"1,71",5,18,12
"com.mongodb.client.model.geojson.NamedCoordinateReferenceSystem",6,4,19,23,3,2,0,2,70,44,0,8,3,"1,50",5,10,9
"com.mongodb.client.model.geojson.Point",10,2,27,29,5,2,0,2,75,49,0,10,3,"1,62",6,16,13
"com.mongodb.client.model.geojson.Polygon",10,2,29,31,6,2,0,2,94,57,0,10,3,"1,60",7,22,16
"com.mongodb.client.model.geojson.PolygonCoordinates",7,2,18,20,3,1,0,2,77,56,0,8,3,"2,00",5,19,12
"com.mongodb.client.model.geojson.Position",9,1,18,19,1,1,0,1,67,46,0,8,3,"1,67",4,16,10
"com.mongodb.client.model.geojson.codecs.AbstractGeometryCodec",17,2,19,21,9,1,3,2,20,20,8,11,0,"1,00",2,6,4
"com.mongodb.client.model.geojson.codecs.GeoJsonCodecProvider",24,0,14,14,21,1,1,1,31,26,0,11,0,"10,00",1,10,10
"com.mongodb.client.model.geojson.codecs.GeometryCodec",4,2,20,22,3,2,3,0,15,5,0,14,0,"1,00",0,2,1
"com.mongodb.client.model.geojson.codecs.GeometryCollectionCodec",4,2,20,22,3,2,3,0,15,5,0,14,0,"1,00",0,2,1
"com.mongodb.client.model.geojson.codecs.GeometryDecoderHelper",18,0,32,32,16,1,0,1,385,385,0,11,0,"5,70",17,61,114
"com.mongodb.client.model.geojson.codecs.GeometryEncoderHelper",17,0,25,25,16,1,0,1,110,110,0,11,0,"2,31",0,38,30
"com.mongodb.client.model.geojson.codecs.LineStringCodec",4,2,20,22,3,2,3,0,14,5,0,14,0,"1,00",0,2,1
"com.mongodb.client.model.geojson.codecs.MultiLineStringCodec",4,2,20,22,3,2,3,0,15,5,0,14,0,"1,00",0,2,1
"com.mongodb.client.model.geojson.codecs.MultiPointCodec",4,2,20,22,3,2,3,0,15,5,0,14,0,"1,00",0,2,1
"com.mongodb.client.model.geojson.codecs.MultiPolygonCodec",4,2,20,22,3,2,3,0,15,5,0,14,0,"1,00",0,2,1
"com.mongodb.client.model.geojson.codecs.NamedCoordinateReferenceSystemCodec",11,0,18,18,10,1,3,3,28,23,0,11,0,"1,33",2,12,4
"com.mongodb.client.model.geojson.codecs.PointCodec",4,2,20,22,3,2,3,0,15,5,0,14,0,"1,00",0,2,1
"com.mongodb.client.model.geojson.codecs.PolygonCodec",4,2,20,22,3,2,3,0,15,5,0,14,0,"1,00",0,2,1
"com.mongodb.client.result.DeleteResult",18,0,16,16,2,1,0,4,38,10,2,11,0,"1,00",4,5,2
"com.mongodb.client.result.DeleteResult.AcknowledgedDeleteResult",1,1,20,21,1,2,0,2,38,38,0,8,3,"1,50",5,7,9
"com.mongodb.client.result.DeleteResult.UnacknowledgedDeleteResult",1,0,19,19,1,2,0,2,28,28,0,8,3,"1,40",5,7,7
"com.mongodb.client.result.UpdateResult",18,0,19,19,3,1,0,7,60,13,2,11,0,"1,00",7,8,2
"com.mongodb.client.result.UpdateResult.AcknowledgedUpdateResult",2,3,26,29,2,2,0,4,69,69,0,8,3,"2,11",8,15,19
"com.mongodb.client.result.UpdateResult.UnacknowledgedUpdateResult",2,0,26,26,2,2,0,3,43,43,0,8,3,"1,22",9,11,11
"com.mongodb.connection.AbstractByteBufBsonDocument",14,3,168,171,10,3,4,7,163,156,2,106,15,"1,27",18,35,38
"com.mongodb.connection.AbstractByteBufBsonDocument.Finder",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"com.mongodb.connection.AbstractReferenceCounted",2,1,18,19,1,1,1,1,20,20,1,11,0,"1,67",2,8,5
"com.mongodb.connection.AsyncCompletionHandler",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"com.mongodb.connection.AsyncConnection",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13,n/a
"com.mongodb.connection.AsyncWritableByteChannel",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.connection.AsynchronousSocketChannelStream",14,6,37,43,13,1,2,2,133,129,0,11,0,"1,26",7,38,24
"com.mongodb.connection.AsynchronousSocketChannelStream.AsyncWritableByteChannelAdapter",4,0,14,14,4,1,1,1,6,6,0,11,0,"1,00",0,3,1
"com.mongodb.connection.AsynchronousSocketChannelStream.AsyncWritableByteChannelAdapter.WriteCompletionHandler",3,1,19,20,2,2,1,2,15,15,0,12,0,"1,00",0,7,3
"com.mongodb.connection.AsynchronousSocketChannelStream.BaseCompletionHandler",4,1,16,17,1,1,1,1,13,9,3,11,0,"1,00",1,4,2
"com.mongodb.connection.AsynchronousSocketChannelStream.BasicCompletionHandler",7,2,19,21,7,2,1,1,33,33,0,12,0,"2,00",0,17,6
"com.mongodb.connection.AsynchronousSocketChannelStream.OpenCompletionHandler",4,1,19,20,4,2,1,2,19,19,0,12,0,"1,33",0,9,4
"com.mongodb.connection.AsynchronousSocketChannelStreamFactory",12,3,16,19,9,1,1,1,41,21,0,11,0,"1,33",1,8,4
"com.mongodb.connection.AsynchronousSocketChannelStreamFactoryFactory",6,1,17,18,6,1,1,2,34,17,0,11,0,"1,00",2,5,4
"com.mongodb.connection.AsynchronousSocketChannelStreamFactoryFactory.Builder",1,1,14,15,1,1,0,2,25,10,0,11,0,"1,00",2,3,2
"com.mongodb.connection.Authenticator",14,1,16,17,4,1,0,3,12,12,4,11,0,"1,00",1,4,2
"com.mongodb.connection.BaseCluster",38,13,49,62,31,1,3,1,295,286,2,11,0,"2,26",19,95,61
"com.mongodb.connection.BaseCluster.ServerSelectionRequest",5,6,16,22,3,1,0,2,29,28,0,11,0,"1,00",2,6,4
"com.mongodb.connection.BaseCluster.WaitQueueHandler",4,0,14,14,4,1,1,1,32,29,0,11,0,"6,00",0,15,6
"com.mongodb.connection.BaseQueryMessage",7,13,50,63,5,3,0,1,189,85,1,25,0,"1,40",13,19,21
"com.mongodb.connection.BsonWriterHelper",20,3,22,25,17,1,0,1,82,82,0,11,0,"1,90",6,43,19
"com.mongodb.connection.BufferProvider",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.connection.BulkWriteBatchCombiner",11,10,29,39,10,1,0,1,169,110,0,11,0,"1,74",7,51,33
"com.mongodb.connection.ByteBufBsonDocument",26,3,178,181,19,4,4,3,102,101,0,136,3,"1,50",8,53,15
"com.mongodb.connection.ByteBufPayloadBsonDocument",12,7,177,184,11,4,4,2,92,91,0,138,1,"2,00",7,41,18
"com.mongodb.connection.ByteBufferBsonOutput",20,9,71,80,6,3,4,1,147,138,0,30,1,"2,00",7,42,28
"com.mongodb.connection.ByteBufferBsonOutput.BufferPositionPair",1,2,13,15,0,1,0,0,8,8,0,11,0,"1,00",0,1,1
"com.mongodb.connection.ChangeEvent",7,2,18,20,1,1,0,2,59,44,0,8,3,"2,00",5,10,12
"com.mongodb.connection.ChangeListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.connection.ClientMetadataHelper",13,14,24,38,12,1,0,2,171,164,0,11,0,"3,00",11,59,36
"com.mongodb.connection.Cluster",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a
"com.mongodb.connection.ClusterClock",12,2,15,17,2,1,0,1,19,19,0,11,0,"2,00",2,5,6
"com.mongodb.connection.ClusterClockAdvancingSessionContext",6,2,29,31,4,1,1,1,41,41,0,11,0,"1,00",6,19,9
"com.mongodb.connection.ClusterConnectionMode",24,4,25,29,0,n/a,2,0,15,4,n/a,20,0,n/a,0,0,0
"com.mongodb.connection.ClusterDescription",46,5,36,41,12,1,0,6,335,203,0,8,3,"1,58",22,52,52
"com.mongodb.connection.ClusterDescription.Predicate",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.connection.ClusterFactory",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"com.mongodb.connection.ClusterId",24,2,20,22,2,1,0,2,77,51,0,8,3,"1,75",5,14,14
"com.mongodb.connection.ClusterSettings",29,9,28,37,7,1,0,5,227,149,0,8,3,"2,50",15,32,40
"com.mongodb.connection.ClusterSettings.Builder",18,9,25,34,8,1,0,6,173,96,0,11,0,"1,54",11,37,20
"com.mongodb.connection.ClusterType",23,6,25,31,0,n/a,2,0,23,6,n/a,20,0,n/a,0,0,0
